movie_title,review
Tank Girl (1995),"Jacy Royal
9 months ago
No real story, nonsense. Hate that I was stuck watching it and feel bad for the 1 or 2 actual actors that had the misfortune of being in it.
4 people found this helpful.
Helpful
Unhelpful"
Tank Girl (1995),"Patrick Setser
4 months ago
I love this movie ive been watching it since i was a child and ive never stopped loving this movie
1 person found this helpful.
Helpful
Unhelpful"
Tank Girl (1995),"Noah Reid
5 years ago
A great film it keeps with the comics and is an hilarious take on the dystopian genre
1 person found this helpful.
Helpful
Unhelpful"
Tank Girl (1995),"Angie “Lil Boof” Harris
9 months ago
Love love love this movie!!!! Great classic!!!🎉🥰🎉   Netflix should have this movie available for watching!!!
1 person found this helpful.
Helpful
Unhelpful"
Tank Girl (1995),"Kir Kogan
9 months ago
My favorite film of all time. Would watch again!
2 people found this helpful.
Helpful
Unhelpful"
Tank Girl (1995),"J Morgan
9 months ago
Tank Girl brought to life in this fun, nonsensical romp ... what’s there not to like 👍🏼👍🏼
1 person found this helpful.
Helpful
Unhelpful"
Cobb (1994),"Watch This Shit
9 months ago
It’s well known that this film is pure fiction and a complete misrepresentation of reality. Al Stump has been discredited over and over again. The film, while well crafted and well acted, is nothing more than the result of one of the most successful character assassination campaigns in sports history. Cobb may not have been perfect, but history tells a story of a much more thoughtful, far less hateful man. The racism depicted stands in contrast to the truth when you consider that Cobb was a voca ...MORE
3 people found this helpful.
Helpful
Unhelpful"
Cobb (1994),"Dave DeLuca
9 months ago
The movie is great 
Tommy Lee Jones is perfect for this role.
My son  and I watched the movie so many times 
We say the lines to each other, and laugh so hard.
I did read the book Al Stump wrote , and I do admit it not exactly the same as the movie.
I rented the movie for 99cents.
And to this day I watch it.
If you don't like the movie or a  song,  instead of yelling about it or telling the world what's wrong with it...….turn it off
1 person found this helpful.
Helpful
Unhelpful"
Cobb (1994),"durel hill
3 years ago
This move should never have been made. its pure fiction representing the truth of a Real person. Anybody Who watches this walks away think Ty Cobb is just a horrible person. The fact is Stump is a the horrible person who smeared a man for money because his book did not sell.
1 person found this helpful.
Helpful
Unhelpful"
Cobb (1994),"cornel lawson
4 years ago
Great movie.enjoyed every minute.watched 20 years ago and still wanting to watch AGAIN. I guess the star ratings are from girls and none sports people.if you love sports you will love this movie.
1 person found this helpful.
Helpful
Unhelpful"
Cobb (1994),"Loraine Carbone
9 months ago
I’m embarrassed to say that I don’t like baseball at all but this is one of the greatest movies I’ve ever seen.
1 person found this helpful.
Helpful
Unhelpful"
Cobb (1994),"Daniel Oman
2 years ago
Tommy Lee Jones killed it once again.
Such an entertaining film from Start to End
WATCH IT
1 person found this helpful.
Helpful
Unhelpful"
Cobb (1994),"Richard Green
3 years ago
Just the performance by Tommy Lee Jones makes this movies worth watching for any baseball fan.
1 person found this helpful.
Helpful
Unhelpful"
Cobb (1994),"Chet Ryder
a year ago
This is pure fiction and has nothing to do with the real Ty Cobb
Was this review helpful to you?
Helpful
Unhelpful"
Cobb (1994),"Franz Wieler
9 months ago
I thought it was a very good movie
Was this review helpful to you?
Helpful
Unhelpful"
Cobb (1994),"aaron fretwell
3 months ago
I Don’t know if this movie is historically accurate….but it is laughably bad.
Was this review helpful to you?
Helpful
Unhelpful"
Twelfth Night (1996),"Bill West
3 years ago
Set in Edwardian country houses, Bonham-Carter, Ben Kingsley, and Nigel Hawthorne, especially, make the ridiculous plot almost work.  The twins look enough alike to carry that confusion off.  Who would dream a plot about sorting out the right sexual organs could support  an entire drama (along with Maria and Sir Toby's practical joke)?  Ben Kingsley sings ""O, Mistress Mine' and the lovely ""When and I was"" very prettily, although he doesn't look much his part.  Nigel Hawthorne plays Malvolio bril ...MORE
1 person found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"María Carla González
a month ago
Beautiful landscape, perfect cast for every character, fun and emotion together. Shakespeare never sounded so clear. The British cast, most of them experts on the matter, handle the play very well. Every one inspires some level of sympathy. Imogen Stubbs is a brilliant Viola/ Cesario. Just perfect. My only complains are the voice off at the begining, and a little rushed and crowed end. The twins are pretty similar, but you have to suspend your disbelief to buy the whole story. But, hey, this is  ...MORE
Was this review helpful to you?
Helpful
Unhelpful"
Twelfth Night (1996),"Martha Coats
3 years ago
I loved this film.  I can’t believe how involved I got in it. The acting was superb.  Sebastian’s speech at the end when he discovers that his sister Viola is alive actually brought tears to my eyes.  I didn’t find the drunks very funny, but really enjoyed Ben Kingsley’s Fool.  He did it all in Ben Kingsley deadpan except for his eyes.  And who knew he could sing?
4 people found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"Wigunlubo Newmai
5 years ago
The film delivers.apart from a great cast and screenplay, the film was notable for its faithfulness to the original script and character lines.i think this film by Trevor Nunn did some amount of Justice to the original,literary version of Shakespeare's classic.i really liked the performances of the cast,especially the inimitable Imogen Stubbs;she was perfect for the role.the hilarious scenes peppered throughout the movie cracked me up and the chemistry between the three main characters had me dr ...MORE
4 people found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"PNY LNE
9 months ago
Time well spent...Superior cast..well filmed..it is from an other time but the movie makes its language and plot easy to follow. Feel good entertainment.
1 person found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"Ayma Solat
4 years ago
it was a light hearted comedy of romance and gender confusion however some of the actors were not like i imaged after reading the play twelfth night but overall it was great to watch
2 people found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"Ellen Watson
4 years ago
I'd love to watch it; I cannot access my account because your system is not allowing me to access how to update/change/delete my 5 digit code.  I don't want a 5 digit code.
1 person found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"Catherine Christie
4 years ago
one of my favorites! great acting, wonderful story, even love the singing!
1 person found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"Oliver Beckwith
5 years ago
We watched this in English class and it was a pretty good adaptation, kinda boring though
1 person found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"Tim Schrock
9 months ago
Great movie longtime favorite, Shakespeare done well and nice atmosphere with great actors.
1 person found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"Ricky Minhyeok Jung
9 months ago
it was so boring and old, well it seemed so old and the acting is so bad and the pacing is so fast and bad
1 person found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"bhumika Roy 12 c 33
5 years ago
The best drama of William Shakespeare
1 person found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"Jiboner Progoti
5 years ago
Not interested
Was this review helpful to you?
Helpful
Unhelpful"
Twelfth Night (1996),"Barsha Das
6 years ago
It is very intrusting
2 people found this helpful.
Helpful
Unhelpful"
Twelfth Night (1996),"Sneha Sarkar
5 years ago
How download it?
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Dr. killpatient
4 years ago
If you love the original George Lucas ""Star Wars,""trilogy,  you'll love 1940's, ""The Mark of Zorro."" Before  you go, ""The hell,,,,,"" hear me out. Ok. There's  no Darth Vader, or ""Death Star,"" or, "" R2D2,"" or, ""Wookies,"" or ""Force,"" but, you do have  a beautiful princess, snide Lord's, & henchmen, Chivalrous sword, ( light saber )fights. An oppressed society  ruled over by tyranny, & a fanciful universe rolling over with fun, humor, silliness, spectacle, pun's, & soilder's who couldn't hit the wi ...MORE
5 people found this helpful.
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Alex Mangual
3 years ago
I believe this was the second stab at the titular character starring Tyrone Power & Linda Darnell. A righteous adventure tale which follows our hero from school to future California where he hears the mayor is power hungry & taxing the citizens within an inch of their lives. In order to right the wrongs being perpetuated by the evil ruler, he dons a mask to steal from the rich & give back to the poor leaving his emblematic 'Z' etched on person or thing signalling the populace to fight back & ove ...MORE
1 person found this helpful.
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","larry smith
3 years ago
An absolutely fun-filled, action-packed film from the golden age of Hollywood, with wonderful performances by Tyrone Power and Linda Darnell, each of whom left us too soon.  And yet again, Basil Rathbone demonstrates his enormous flexibility, playing the hero or villain equally and  exceptionally well.  One to be treasured, and likely the progenitor of the superheroes of comics and film that followed!
2 people found this helpful.
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Pop Smoke
9 months ago
Wow. Wow. Tyrone Power and Basil Rathbone at their peaks. A script to die for. Based on a story which many scholars believe to be the template for all the ""superhero"" stories that followed. Unforgettable music. Unforgettable scenes. The longest sword fight in the history of film.  As this review is written, the best Zorro ever done, with Honorable Mention going to the first season (only the first!) of the Disney series.
2 people found this helpful.
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Kevin M. Williams
9 months ago
The Adventures of Robin Hood was only two years previous to this and so Hollywood was essentially riding the trend with this one, very nearly a remake (albeit cheaper, quelle surprise) of the other. Stolen from The Scarlett Pimpernel is the hero-pretending-to-be-gay bit (until he dresses up all in black, and THEN he's a MAN). Okay, now the particulars. Powers is serviceable as the lead and no one except Basil Rathbone challenges this watermark throughout the production. Sondergaard gets to chew  ...MORE
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Melvin Charnock
a month ago
Great movie ! Great cast with lots of action and thrills. The sword fight between  Tyrone  Powers  and Basil Rathbone is one of the best in film history.
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Tigran Hakobyan
3 years ago
Just incredible. One of the most influential movies of all time. A great movie and a must watch by the brilliant Rouben Mamulian.
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Sal Merenda
9 months ago
Tyrone Power and Basel Rathbone at their best.
They did their own stunts and fencing sequences.
They don't make movies like this anymore.
Great action and fine acting
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Eugenie miller
4 years ago
Romantic entertaining, most of all l love the idea of fair play,and the fight to make things better for others.(Three stares)
1 person found this helpful.
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Finlay Gardiner
2 years ago
It’s a really good movie for it’s time and it was also the very movie playing in the theatre near the ally Bruce Wayne / batmans parents got shot dead
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Kyle McVay
4 years ago
This was a good movie, well acted! We enjoyed watching it during our family movie night.
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Leon Trotsky
3 years ago
I take offense to the fact that the Google plot summary of the movie is that ""Governor Quintero"" is the antagonist even though in the movie he is referred to as ""Alcalde Quintero"" which means ""Mayor Quintero"" in English.
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Robert Kurtz
a year ago
I SAW ALOT OF ZORRO MOVIES AND REALLY LIKED THIS OLD SIMPLE ONE!!!
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","paul goldberg
3 years ago
they don't make movies like this anymore. 
oldie but goodie.
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Ahver Chaudhary
9 months ago
A remarkable classic, with excellent blend of action, drama, romance and comedy.
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Vincent Bantinelli
5 months ago
Great fencing scenes and the beautiful Linda Darnell and the handsome , power.
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Michael Baker
5 months ago
One of the best action/adventure flicks of all time.
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Stu Smith
2 months ago
Classic Movie of the best king.
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Sara Thomas
2 years ago
Amazing movie of heroism and love.
Was this review helpful to you?
Helpful
Unhelpful"
"Mark of Zorro, The (1940)","Dr. Manhattan
9 months ago
Went with my parents and came back without them.
1 person found this helpful.
Helpful
Unhelpful"
Surviving Picasso (1996),"Jochen Stossberg
a year ago
Forget most of what you've read. It's terrific. It's beautiful to look at and Anthony Hopkins make a wonderful Picasso. The resemblance is amazing. When you consider the hurdles that the Picasso Foundation put in place at the last minute, stopping the filmmakers from using the original artwork, it's amazing that it was made at all. It's not one of Merchant - Ivory's greatest films but It's well worth watching. It's fashionable now to sit in judgement on his private life, and while it's true that ...MORE
1 person found this helpful.
Helpful
Unhelpful"
Surviving Picasso (1996),"minal adwait (only minal)
5 years ago
The movie revolves around famous Spanish  artist 🎨  pablo Picasso and his lady love mistress who was quite younger than him Françoise Gilot. Pablo's life from her eyes 👀. His relationship with her and other ladies(Olga khokhlova, Dora Maar, Marie Therrese Walter) was also very abusive. It is one sided drama film. Only Picasso's personal life is focused rather than his work. But overall I must admit candid performance by Anthony Hopkins and its nice to see fresh face like Natascha McElhone. The ...MORE
Was this review helpful to you?
Helpful
Unhelpful"
Surviving Picasso (1996),"Joanna Lucja
4 weeks ago
It's an epic tale about the man with enormously interesting and intense life.
It happened to be an immaculate Picasso, played by amazing Anthony Hopkins 
The plot is great, the acting too, plus stunning visuals.
Even if you're not a fan of Picasso it's a great story to watch.
Was this review helpful to you?
Helpful
Unhelpful"
Surviving Picasso (1996),"chandra shekhar singh
9 months ago
Acting skills of main actors superb,i liked the movie
1 person found this helpful.
Helpful
Unhelpful"
Surviving Picasso (1996),"Vikas Gupta
9 months ago
Anthony Hopkins in top form
1 person found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"Nol P
a year ago
Of all comedies ever made, Up In Smoke is still in my top 20 of all!

Classic music!  Hilarious scenes and memorable lines!  Up in Smoke has held the test of time super strongly and especially in comparison to so many awful attempts of comedy as of late!  

I just loved watching it again tonight and can see this classic easily every 3 yrs now without ever getting bored!  Can only say this on a handful of comedies.
2 people found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"Just Aguy
3 years ago
Ok so it's a stoner movie. It's also excellent comedy. No matter where you stand on the use of cannabis, this is ridiculously funny! 
I'm NOT some huge fan of hemp, understand. But I AM a fan of great comedy. And this movie had me rolling. I remember seeing it when I was MUCH younger and laughed virtually the whole movie. I still do. There are excellent stars in it to augment C&C, it's well made, and just a riot honestly. If you haven't seen it and you're not one of those people who can't even c ...MORE
4 people found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"Edward Stringer
a year ago
I go to to the Up N Smoke in Foley Al and the staff are incredible!!!! Angel helps me out picking out the best vapes that I would be interested in . She’s so nice and kind !!! I love going there and talking to the people.
2 people found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"Maria Hamill
a year ago
Prompt n friendly service. Received great advice from waiter about the menu. Invaluable for first time customers. Huge platter that was delicious. Love the authentic bbq  ssmoked gravy
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"Jeff L'Italien
9 months ago
What a joke as to the review by Rotten Tomatoes.  They didn't like it but they, in my opinion....SMELL like Rotten Tomatoes.  Don't these critics just go to the movies for a great humorous laugh?  Apparently not!  Too much time on their hands just to enjoy the levity of this movie as well as other comedy flicks!
6 people found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"Jackie DeVaney
a year ago
I was very happy with Will at the location 8b last night. He was extremely helpful and answered every question I had. Definitely a happy customer.
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"James Weber
11 months ago
Great food and prices.  It’s like walking into a Texas barbecue place.  We will go there again!  Highly recommend!
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"Jeff Barker
4 months ago
I've seen this movie a 100 times at least and it's still funny as hell today.
I'm getting ready to watch it again.
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"Madeline Hummel
2 months ago
Great atmosphere. Good people. Great products located in Georgetown NW. Love the service.
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"Shaun Carney
9 months ago
CLASSIC MOVIE SO FUNNY EVEN BETTER WATCHING IT STONED NEVER LAUGHED SO MUCH ONE OF MY FAVOURITE TOP 10 COMEDY MOVIES
2 people found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"lori myers
4 years ago
Sometimes I forget why I walked into a room but for some reason I still remember every word to the whole album. This movie is a classic.☺
5 people found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"Nyeelah Briscoe
a year ago
Our first time in here ! We will definitely be back ! I’ll be back with a review about the flower
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"Brendan Barrett
2 months ago
10/10 customer service. Very kind and response to  what you need.
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"Charles Allan
5 years ago
Poorly trained undiagnosed and untreated psycopathic American law  enforcement personnel need to check the rear bumper in order to legally verify the licencee under state law.
2 people found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"lily touret
a year ago
A great place to get any coffee or spicy herbs for you and your friends!
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"GARRY HIXON
9 months ago
garry hixon here up in smoke was a classic there best movie smoking pot and doing drugs the band shows up at the end
3 people found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"Grant Inkster
a month ago
Most excellent service & most importantly, foods consistently a delite to the senses..
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"mohit singh
2 years ago
Generally considered the first stoner comedy, the 1978 Cheech & Chong
movie Up in Smoke cost $2 million to make and earned more than $44 million box office.
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"Peter LeBlanc
2 years ago
Great store, very clean plus great customer service every time
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"Shubham Sharma
5 years ago
The best movie ever on the planet for all the stoners.
3 people found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"samir khanal
a year ago
Its been more then 10 time i have been watching it literally makes a day
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"HECATE
4 years ago
One of the best movies of all time
2 people found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"Narciso Rangel
9 months ago
Love this movie, everything about it. NRJ.
Was this review helpful to you?
Helpful
Unhelpful"
Up in Smoke (1978),"Devilqueen Devilqueen
6 years ago
It's very asom movie I love it
2 people found this helpful.
Helpful
Unhelpful"
Up in Smoke (1978),"Dylan Theiss
3 years ago
watching while fried is amazing man
1 person found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Zachary Waterson
3 months ago
This movie Some Kind of Wonderful is my absolute, favorite movie! It came out right before I graduated high school, so I can relate to it. Eric Stoltz is excellent as Keith Nelson coming from the wrong side of the tracks and he falls for the popular and beautiful Lea Thompson, Miss Amanda Jones who only has eyes for rich and stuck-up Hardy Jenns, Craig Sheffer. Mary Stuart Masterson steals the whole movie as Keith's sidekick ""Watts""  his only best friend. The supporting cast is also fantastic. I ...MORE
1 person found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Punkdesignercat
5 years ago
First movie I rented online and its amazing! Never heard of it before but so glad I came across it! It should be more recognized! 5 Stars and above for 80s love story! I cried! I love this movie it sends out the message that its better to be alone than with the wrong person...and it shows how dating is supposed to be you make friends first and get to know people first...so many great messages in this movie...be yourself, stand up for yourself, work hard, don't be afraid to pursue your passions a ...MORE
24 people found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Emily Clark
9 months ago
'Some Kind of Wonderful' is an 80's teen romance film produced by John Hughes. If you're familiar with John Hughes's work, you know what you're in for. It's a cheesy, feelgood rom-com about angsty kids, bridging together American middle and lower classes with the wealthy. A handsome art student fancies a pretty popular girl, but his relationship with his best friend, a beautiful tomboy, is on the line. Who will he choose? Watch and find out.

Eric Stoltz is ridiculously handsome in his youth, an ...MORE
9 people found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Drezden Jantzen
9 months ago
Love it! I’m glad to see all these good reviews, because before it used to be considered a bad movie that just copied Pretty in Pink. But oddly enough, I decided to just watch it and enjoy it by it’s own standards only to find it was nothing like Pretty in Pink, or anything else I’ve seen for that matter. 

It definitely has a good lesson, and it’s definitely not one you can find in other movies. It goes to show that it’s better to be alone for the right reasons than with someone for the wrong o ...MORE
8 people found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"EMMANUEL RIVERA
9 months ago
Really good movie, somewhat along the lines of St Elmo's Fire, and
The Breakfast Club.  The ending is awesome, and the plot is ""feel good"",  most of the time, I can think of how a movie I've recently 
seen could be better, but not in this case.  If the plot where any more
humanly, emotionally rewarding it would be ridiculous.  In the very 
end the good guy, and his impromptu (twist), killing-machine buds
win.  The good guy winds up with the pretty blonde, and the bad 
guys get to meet real men,  ...MORE
5 people found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"manoj patil
a year ago
Absolutely amazing! The place is beautiful and staff are super friendly and the food is delicious. I love that you get a lot of food as well for the price. It’s definitely not like other expensive restaurants and you only get a small amount of food. I am definitely going back.
Was this review helpful to you?
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Lana Lorenzen
4 months ago
Cute movie. Nice performances and nice acting. I've always been a fan of Mary Stuart Masterson. I've never cared for Eric Stoltz. I don't think he's attractive and he's a little too red and freckled for my taste. His voice in this film is just this side of girlish. It's worth a watch for an '80s movie.
Was this review helpful to you?
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Enya Daisy
11 months ago
My favourite 80s  all time film. My dad showed me this when I was younger and Iv loved it ever since ! I love the ending as it’s not your typical standard high school film ! Great watch.
1 person found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Leslie Star
5 years ago
Great performances by Eric Stoltz & Mary Stuart Masterson. Great 80's soundtrack! Another great John Hughes screenplay! I Liked it enough to buy it, so I can watch it again & again. If you grew up in the 80's you'll love it too.
6 people found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"jesus castro
9 months ago
I believe it was well scripted and the whole cast is amazing. It's a lesson learned. And the finding of a true friends and finding of a true love. That was always in front of your eyes. The music selected was played at the perfect scene. Must see.
Was this review helpful to you?
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Jerod Starkey
8 months ago
Maybe not a stand out of 80s teen angst movies, but definitely worth the watch. Stoltz is a serious lover of art that has his eyes set on the girl out of his league, when its the tom boy that he really loves.
Was this review helpful to you?
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Christina Schulz
2 years ago
This has been a favorite of mine since it came out. It reflects the truth of being in high school and the struggle between the different social groups. It inspired me to own where I came from and stand with pride and courage.
2 people found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Michael H
4 years ago
It was a wonderful movie, even decades later it is still memorable.  Loved the skinhead played by Elias Koteas, who had another cultural side to himself & actually saved the day at the end.
2 people found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Catherine Sewnig
4 years ago
Great movie about relationships and staying true to yourself. Mary Stuart Masterson was fantastic. The “kiss that kills” gets me every time. This movie is timeless!!
2 people found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Alan Gibb
2 years ago
Sooperb feel factor movie. Predictable to critics as always. Their job. Lol. On a serious note. If you aren't doing nothing on a weekend night as a cuddle couple.  You can do worse than watch this wonderful film. 😊
Was this review helpful to you?
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Jess Lyndon Gutierrez
5 years ago
Rented this movie at blockbuster in VHS format way way back. A really nice movie. I enjoyed watching it then so I am downloading it for my children to watch.
4 people found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Sherry Strawn
a year ago
I can't believe I was a teenager in the eighties.. and yet I had never seen this movie. I loved it. Great cast. So nostalgic.
Was this review helpful to you?
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Vipul Kaswan
3 years ago
Kind of nice. The ending is very sudden. I was quite unsatisfied with the ending but some people find it cool. Once you know the story , you won't watch it again .
2 people found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Stephani Muzyczek
9 months ago
This movie is still a huge part of my high school memories and i re-watch it every year or so. love the soundtrack and the chemistry between the main characters.
Was this review helpful to you?
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Tina S. Quall
2 years ago
A lovely cast from the eighties.  Good John Hughes high school love story with the typical clicks (jocks, poor versus well off, workers versus slackers) with stellar casting.
Was this review helpful to you?
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Victoria Castro
9 months ago
This movie is  amazing and so underrated! I'm so happy that I was able to watch it. I love it:)))Please watch it!
Was this review helpful to you?
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"rpchambon
9 months ago
A wonderful movie!
The bully gets his deserved reward.
I love Mary Stuart Masterson and all of the cast.
3 people found this helpful.
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Kam6 Intahtisle
8 months ago
Really good and underrated movie, Keith is definitely the hottest ginger! Should be more on tv, I actually prefer it to Pretty in pink
Was this review helpful to you?
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Ray Garcia
a year ago
Some kind of wonderful is another great movie from the '80s... We can just pretty much say that any really good movie with any substance was made in the '80s.
Was this review helpful to you?
Helpful
Unhelpful"
Some Kind of Wonderful (1987),"Under Ma's Roof
9 months ago
If you haven't seen this oldie but goodie you need to! Great movie! Seen it over 100 times.
Was this review helpful to you?
Helpful
Unhelpful"
I'm Not Rappaport (1996),"Chuck Adams
3 years ago
I've known about this movie for a long, long time. But now that I'm getting much closer to the age depicted (I'm 76), I just saw ""I'm Not Rapport""--and enjoyed the heck out of it. Thank you, Walter Matthau. And thank you, Ossie Davis--especially for giving the movie its name.

Chuck Adams
1 person found this helpful.
Helpful
Unhelpful"
I'm Not Rappaport (1996),"Kenneth Wofford
3 years ago
I gave it four stars mainly for the wonderful performances of Walter Matthau and Ossie Davis. Good movie.
Was this review helpful to you?
Helpful
Unhelpful"
I'm Not Rappaport (1996),"kelly steinmetz
2 years ago
Walter is a funny comedian. I believe this was his last movie. He passed in 2000 . This was made in 1969 it states his last movie was with Jack Lemmon.
Was this review helpful to you?
Helpful
Unhelpful"
I'm Not Rappaport (1996),"Steve Canepa
9 months ago
Good stuff. Dry sense of humor. Funny all the way.
Was this review helpful to you?
Helpful
Unhelpful"
I'm Not Rappaport (1996),"George Angel
4 years ago
ageism still exists.dudes had me in tears.matthau tour de force! thumbs-up all the way
Was this review helpful to you?
Helpful
Unhelpful"
I'm Not Rappaport (1996),"jeffrey weisenfeld
a year ago
Minus 10 if it were permissible.
Was this review helpful to you?
Helpful
Unhelpful"
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","Tigran Hakobyan
9 months ago
This was a brilliant movie. The directing by Jacques Demy is beautiful. Lush colors, perfect camera setups and movements. The Umbrellas of Cherbourg is the film the launched the angelic Catherine Deneuve to stardom. I have many opinions on it and I'll start by saying that this is one of the most original films ever made. The whole movie is music, and when this happens, you need a great composer. Thankfully, it doesn't. It has an ingenious composer. A brilliant, amazing, emotional composer Michel ...MORE
16 people found this helpful.
Helpful
Unhelpful"
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","A
4 years ago
I love this movie! The music is stunning and wonderful! My best friend and I have watched this movie countless times and times again and it never gets old! The movie has subtitles which may be hard for younger viewers to follow along, other then that..  I recommend 10/10.
9 people found this helpful.
Helpful
Unhelpful"
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","Bettie McLeod
3 years ago
This is a delicate story, expressed on the pure, emotion of Michel Legrand's timeless score. This film with its magical, terrifyingly heartbreaking score is everything love aspires to teach us about the human condition. The cynical will not understand, nor will the jaded see why so many people weep throughout this simple, yet magnificent film.
11 people found this helpful.
Helpful
Unhelpful"
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","Art O Laoghaire
9 months ago
Saw this on the big screen today, and from the first water( literally) colour painting shot of the docks of Cherbourg to the last at an Esso station no less, this is a beautiful looking film. And although the pastels are the star of the show, the film has so much more to offer for lovers and  romantic dreamers the world over.
8 people found this helpful.
Helpful
Unhelpful"
